yearID	league	teamID	franchID	Rank	G	W	L	name	park	teamNO
1964	AL	CLE	CLE	6	164	79	83	Cleveland Indians	Cleveland Stadium	1423
1964	AL	DET	DET	4	163	85	77	Detroit Tigers	Tiger Stadium	1424
1964	NL	HOU	HOU	9	162	66	96	Houston Colt .45's	Colt Stadium	1425
1964	AL	KC1	OAK	10	163	57	105	Kansas City Athletics	Municipal Stadium I	1426
1964	AL	LAA	ANA	5	162	82	80	Los Angeles Angels	Dodger Stadium	1427
1964	NL	LAN	LAD	6	164	80	82	Los Angeles Dodgers	Dodger Stadium	1428
1964	AL	MIN	MIN	6	163	79	83	Minnesota Twins	Metropolitan Stadium	1429
1964	NL	ML1	ATL	5	162	88	74	Milwaukee Braves	County Stadium	1430
1964	AL	NYA	NYY	1	164	99	63	New York Yankees	Yankee Stadium I	1431
1964	NL	NYN	NYM	10	163	53	109	New York Mets	Shea Stadium	1432
1964	NL	PHI	PHI	2	162	92	70	Philadelphia Phillies	Connie Mack Stadium	1433
1964	NL	PIT	PIT	6	162	80	82	Pittsburgh Pirates	Forbes Field	1434
1964	NL	SFN	SFG	4	162	90	72	San Francisco Giants	Candlestick Park	1435
1964	NL	SLN	STL	1	162	93	69	St. Louis Cardinals	Sportsman's Park IV	1436
1964	AL	WS2	TEX	9	162	62	100	Washington Senators	R.F.K. Stadium	1437
1965	AL	BAL	BAL	3	162	94	68	Baltimore Orioles	Memorial Stadium	1438
1965	AL	BOS	BOS	9	162	62	100	Boston Red Sox	Fenway Park II	1439
1965	AL	CAL	ANA	7	162	75	87	California Angels	Dodger Stadium	1440
1965	AL	CHA	CHW	2	162	95	67	Chicago White Sox	Comiskey Park	1441
1965	NL	CHN	CHC	8	164	72	90	Chicago Cubs	Wrigley Field	1442
1965	NL	CIN	CIN	4	162	89	73	Cincinnati Reds	Crosley Field	1443
1965	AL	CLE	CLE	5	162	87	75	Cleveland Indians	Cleveland Stadium	1444
1965	AL	DET	DET	4	162	89	73	Detroit Tigers	Tiger Stadium	1445
1965	NL	HOU	HOU	9	162	65	97	Houston Astros	Astrodome	1446
1965	AL	KC1	OAK	10	162	59	103	Kansas City Athletics	Municipal Stadium I	1447
1965	NL	LAN	LAD	1	162	97	65	Los Angeles Dodgers	Dodger Stadium	1448
1965	AL	MIN	MIN	1	162	102	60	Minnesota Twins	Metropolitan Stadium	1449
1965	NL	ML1	ATL	5	162	86	76	Milwaukee Braves	County Stadium	1450
1965	AL	NYA	NYY	6	162	77	85	New York Yankees	Yankee Stadium I	1451
1965	NL	NYN	NYM	10	164	50	112	New York Mets	Shea Stadium	1452
1965	NL	PHI	PHI	6	162	85	76	Philadelphia Phillies	Connie Mack Stadium	1453
1965	NL	PIT	PIT	3	163	90	72	Pittsburgh Pirates	Forbes Field	1454
1965	NL	SFN	SFG	2	163	95	67	San Francisco Giants	Candlestick Park	1455
1965	NL	SLN	STL	7	162	80	81	St. Louis Cardinals	Sportsman's Park IV	1456
1965	AL	WS2	TEX	8	162	70	92	Washington Senators	R.F.K. Stadium	1457
1966	NL	ATL	ATL	5	163	85	77	Atlanta Braves	Atlanta-Fulton County Stadium	1458
1966	AL	BAL	BAL	1	160	97	63	Baltimore Orioles	Memorial Stadium	1459
1966	AL	BOS	BOS	9	162	72	90	Boston Red Sox	Fenway Park II	1460
1966	AL	CAL	ANA	6	162	80	82	California Angels	Anaheim Stadium	1461
1966	AL	CHA	CHW	4	163	83	79	Chicago White Sox	Comiskey Park	1462
1966	NL	CHN	CHC	10	162	59	103	Chicago Cubs	Wrigley Field	1463
1966	NL	CIN	CIN	7	160	76	84	Cincinnati Reds	Crosley Field	1464
1966	AL	CLE	CLE	5	162	81	81	Cleveland Indians	Cleveland Stadium	1465
1966	AL	DET	DET	3	162	88	74	Detroit Tigers	Tiger Stadium	1466
1966	NL	HOU	HOU	8	163	72	90	Houston Astros	Astrodome	1467
1966	AL	KC1	OAK	7	160	74	86	Kansas City Athletics	Municipal Stadium I	1468
1966	NL	LAN	LAD	1	162	95	67	Los Angeles Dodgers	Dodger Stadium	1469
1966	AL	MIN	MIN	2	162	89	73	Minnesota Twins	Metropolitan Stadium	1470
1966	AL	NYA	NYY	10	160	70	89	New York Yankees	Yankee Stadium I	1471
1966	NL	NYN	NYM	9	161	66	95	New York Mets	Shea Stadium	1472
1966	NL	PHI	PHI	4	162	87	75	Philadelphia Phillies	Connie Mack Stadium	1473
1966	NL	PIT	PIT	3	162	92	70	Pittsburgh Pirates	Forbes Field	1474
1966	NL	SFN	SFG	2	161	93	68	San Francisco Giants	Candlestick Park	1475
1966	NL	SLN	STL	6	162	83	79	St. Louis Cardinals	Sportsman's Park IV/Busch Stadium II	1476
1966	AL	WS2	TEX	8	159	71	88	Washington Senators	R.F.K. Stadium	1477
1967	NL	ATL	ATL	7	162	77	85	Atlanta Braves	Atlanta-Fulton County Stadium	1478
1967	AL	BAL	BAL	6	161	76	85	Baltimore Orioles	Memorial Stadium	1479
1967	AL	BOS	BOS	1	162	92	70	Boston Red Sox	Fenway Park II	1480
1967	AL	CAL	ANA	5	161	84	77	California Angels	Anaheim Stadium	1481
1967	AL	CHA	CHW	4	162	89	73	Chicago White Sox	Comiskey Park	1482
1967	NL	CHN	CHC	3	162	87	74	Chicago Cubs	Wrigley Field	1483
1967	NL	CIN	CIN	4	162	87	75	Cincinnati Reds	Crosley Field	1484
1967	AL	CLE	CLE	8	162	75	87	Cleveland Indians	Cleveland Stadium	1485
1967	AL	DET	DET	2	163	91	71	Detroit Tigers	Tiger Stadium	1486
1967	NL	HOU	HOU	9	162	69	93	Houston Astros	Astrodome	1487
1967	AL	KC1	OAK	10	161	62	99	Kansas City Athletics	Municipal Stadium I	1488
1967	NL	LAN	LAD	8	162	73	89	Los Angeles Dodgers	Dodger Stadium	1489
1967	AL	MIN	MIN	2	164	91	71	Minnesota Twins	Metropolitan Stadium	1490
1967	AL	NYA	NYY	9	163	72	90	New York Yankees	Yankee Stadium I	1491
1967	NL	NYN	NYM	10	162	61	101	New York Mets	Shea Stadium	1492
1967	NL	PHI	PHI	5	162	82	80	Philadelphia Phillies	Connie Mack Stadium	1493
1967	NL	PIT	PIT	6	163	81	81	Pittsburgh Pirates	Forbes Field	1494
1967	NL	SFN	SFG	2	162	91	71	San Francisco Giants	Candlestick Park	1495
1967	NL	SLN	STL	1	161	101	60	St. Louis Cardinals	Busch Stadium II	1496
1967	AL	WS2	TEX	6	161	76	85	Washington Senators	R.F.K. Stadium	1497
1968	NL	ATL	ATL	5	163	81	81	Atlanta Braves	Atlanta-Fulton County Stadium	1498
1968	AL	BAL	BAL	2	162	91	71	Baltimore Orioles	Memorial Stadium	1499
1968	AL	BOS	BOS	4	162	86	76	Boston Red Sox	Fenway Park II	1500
1968	AL	CAL	ANA	8	162	67	95	California Angels	Anaheim Stadium	1501
1968	AL	CHA	CHW	8	162	67	95	Chicago White Sox	Comiskey Park	1502
1968	NL	CHN	CHC	3	163	84	78	Chicago Cubs	Wrigley Field	1503
1968	NL	CIN	CIN	4	163	83	79	Cincinnati Reds	Crosley Field	1504
1968	AL	CLE	CLE	3	162	86	75	Cleveland Indians	Cleveland Stadium	1505
1968	AL	DET	DET	1	164	103	59	Detroit Tigers	Tiger Stadium	1506
1968	NL	HOU	HOU	10	162	72	90	Houston Astros	Astrodome	1507
1968	NL	LAN	LAD	7	162	76	86	Los Angeles Dodgers	Dodger Stadium	1508
1968	AL	MIN	MIN	7	162	79	83	Minnesota Twins	Metropolitan Stadium	1509
1968	AL	NYA	NYY	5	164	83	79	New York Yankees	Yankee Stadium I	1510
1968	NL	NYN	NYM	9	163	73	89	New York Mets	Shea Stadium	1511
1968	AL	OAK	OAK	6	163	82	80	Oakland Athletics	Oakland Coliseum	1512
1968	NL	PHI	PHI	7	162	76	86	Philadelphia Phillies	Connie Mack Stadium	1513
1968	NL	PIT	PIT	6	163	80	82	Pittsburgh Pirates	Forbes Field	1514
1968	NL	SFN	SFG	2	163	88	74	San Francisco Giants	Candlestick Park	1515
1968	NL	SLN	STL	1	162	97	65	St. Louis Cardinals	Busch Stadium II	1516
1968	AL	WS2	TEX	10	161	65	96	Washington Senators	R.F.K. Stadium	1517
1969	NL	ATL	ATL	1	162	93	69	Atlanta Braves	Atlanta-Fulton County Stadium	1518
1969	AL	BAL	BAL	1	162	109	53	Baltimore Orioles	Memorial Stadium	1519
1969	AL	BOS	BOS	3	162	87	75	Boston Red Sox	Fenway Park II	1520
1969	AL	CAL	ANA	3	163	71	91	California Angels	Anaheim Stadium	1521
1969	AL	CHA	CHW	5	162	68	94	Chicago White Sox	Comiskey Park	1522
1969	NL	CHN	CHC	2	163	92	70	Chicago Cubs	Wrigley Field	1523
1969	NL	CIN	CIN	3	163	89	73	Cincinnati Reds	Crosley Field	1524
1969	AL	CLE	CLE	6	161	62	99	Cleveland Indians	Cleveland Stadium	1525
1969	AL	DET	DET	2	162	90	72	Detroit Tigers	Tiger Stadium	1526
1969	NL	HOU	HOU	5	162	81	81	Houston Astros	Astrodome	1527
1969	AL	KCA	KCR	4	163	69	93	Kansas City Royals	Municipal Stadium II	1528
1969	NL	LAN	LAD	4	162	85	77	Los Angeles Dodgers	Dodger Stadium	1529
1969	AL	MIN	MIN	1	162	97	65	Minnesota Twins	Metropolitan Stadium	1530
1969	NL	MON	WSN	6	162	52	110	Montreal Expos	Jarry Park	1531
1969	AL	NYA	NYY	5	162	80	81	New York Yankees	Yankee Stadium I	1532
1969	NL	NYN	NYM	1	162	100	62	New York Mets	Shea Stadium	1533
1969	AL	OAK	OAK	2	162	88	74	Oakland Athletics	Oakland Coliseum	1534
1969	NL	PHI	PHI	5	162	63	99	Philadelphia Phillies	Connie Mack Stadium	1535
1969	NL	PIT	PIT	3	162	88	74	Pittsburgh Pirates	Forbes Field	1536
1969	NL	SDN	SDP	6	162	52	110	San Diego Padres	Jack Murphy Stadium	1537
1969	AL	SE1	MIL	6	163	64	98	Seattle Pilots	Sicks Stadium	1538
1969	NL	SFN	SFG	2	162	90	72	San Francisco Giants	Candlestick Park	1539
1969	NL	SLN	STL	4	162	87	75	St. Louis Cardinals	Busch Stadium II	1540
1969	AL	WS2	TEX	4	162	86	76	Washington Senators	R.F.K. Stadium	1541
1970	NL	ATL	ATL	5	162	76	86	Atlanta Braves	Atlanta-Fulton County Stadium	1542
1970	AL	BAL	BAL	1	162	108	54	Baltimore Orioles	Memorial Stadium	1543
1970	AL	BOS	BOS	3	162	87	75	Boston Red Sox	Fenway Park II	1544
1970	AL	CAL	ANA	3	162	86	76	California Angels	Anaheim Stadium	1545
1970	AL	CHA	CHW	6	162	56	106	Chicago White Sox	Comiskey Park	1546
1970	NL	CHN	CHC	2	162	84	78	Chicago Cubs	Wrigley Field	1547
1970	NL	CIN	CIN	1	162	102	60	Cincinnati Reds	Crosley Field/Riverfront Stadium	1548
1970	AL	CLE	CLE	5	162	76	86	Cleveland Indians	Cleveland Stadium	1549
1970	AL	DET	DET	4	162	79	83	Detroit Tigers	Tiger Stadium	1550
1970	NL	HOU	HOU	4	162	79	83	Houston Astros	Astrodome	1551
1970	AL	KCA	KCR	4	162	65	97	Kansas City Royals	Municipal Stadium II	1552
1970	NL	LAN	LAD	2	161	87	74	Los Angeles Dodgers	Dodger Stadium	1553
1970	AL	MIN	MIN	1	162	98	64	Minnesota Twins	Metropolitan Stadium	1554
1970	AL	ML4	MIL	4	163	65	97	Milwaukee Brewers	County Stadium	1555
1970	NL	MON	WSN	6	162	73	89	Montreal Expos	Jarry Park	1556
1970	AL	NYA	NYY	2	163	93	69	New York Yankees	Yankee Stadium I	1557
1970	NL	NYN	NYM	3	162	83	79	New York Mets	Shea Stadium	1558
1970	AL	OAK	OAK	2	162	89	73	Oakland Athletics	Oakland Coliseum	1559
1970	NL	PHI	PHI	5	161	73	88	Philadelphia Phillies	Connie Mack Stadium	1560
1970	NL	PIT	PIT	1	162	89	73	Pittsburgh Pirates	Forbes Field/Three Rivers Stadium	1561
1970	NL	SDN	SDP	6	162	63	99	San Diego Padres	Jack Murphy Stadium	1562
1970	NL	SFN	SFG	3	162	86	76	San Francisco Giants	Candlestick Park	1563
1970	NL	SLN	STL	4	162	76	86	St. Louis Cardinals	Busch Stadium II	1564
1970	AL	WS2	TEX	6	162	70	92	Washington Senators	R.F.K. Stadium	1565
1971	NL	ATL	ATL	3	162	82	80	Atlanta Braves	Atlanta-Fulton County Stadium	1566
1971	AL	BAL	BAL	1	158	101	57	Baltimore Orioles	Memorial Stadium	1567
1971	AL	BOS	BOS	3	162	85	77	Boston Red Sox	Fenway Park II	1568
1971	AL	CAL	ANA	4	162	76	86	California Angels	Anaheim Stadium	1569
1971	AL	CHA	CHW	3	162	79	83	Chicago White Sox	Comiskey Park	1570
1971	NL	CHN	CHC	3	162	83	79	Chicago Cubs	Wrigley Field	1571
1971	NL	CIN	CIN	4	162	79	83	Cincinnati Reds	Riverfront Stadium	1572
1971	AL	CLE	CLE	6	162	60	102	Cleveland Indians	Cleveland Stadium	1573
1971	AL	DET	DET	2	162	91	71	Detroit Tigers	Tiger Stadium	1574
1971	NL	HOU	HOU	4	162	79	83	Houston Astros	Astrodome	1575
1971	AL	KCA	KCR	2	161	85	76	Kansas City Royals	Municipal Stadium II	1576
1971	NL	LAN	LAD	2	162	89	73	Los Angeles Dodgers	Dodger Stadium	1577
1971	AL	MIN	MIN	5	160	74	86	Minnesota Twins	Metropolitan Stadium	1578
1971	AL	ML4	MIL	6	161	69	92	Milwaukee Brewers	County Stadium	1579
1971	NL	MON	WSN	5	162	71	90	Montreal Expos	Jarry Park	1580
1971	AL	NYA	NYY	4	162	82	80	New York Yankees	Yankee Stadium I	1581
1971	NL	NYN	NYM	3	162	83	79	New York Mets	Shea Stadium	1582
1971	AL	OAK	OAK	1	161	101	60	Oakland Athletics	Oakland Coliseum	1583
1971	NL	PHI	PHI	6	162	67	95	Philadelphia Phillies	Veterans Stadium	1584
1971	NL	PIT	PIT	1	162	97	65	Pittsburgh Pirates	Three Rivers Stadium	1585
1971	NL	SDN	SDP	6	161	61	100	San Diego Padres	Jack Murphy Stadium	1586
1971	NL	SFN	SFG	1	162	90	72	San Francisco Giants	Candlestick Park	1587
1971	NL	SLN	STL	2	163	90	72	St. Louis Cardinals	Busch Stadium II	1588
1971	AL	WS2	TEX	5	159	63	96	Washington Senators	R.F.K. Stadium	1589
1972	NL	ATL	ATL	4	155	70	84	Atlanta Braves	Atlanta-Fulton County Stadium	1590
1972	AL	BAL	BAL	3	154	80	74	Baltimore Orioles	Memorial Stadium	1591
1972	AL	BOS	BOS	2	155	85	70	Boston Red Sox	Fenway Park II	1592
1972	AL	CAL	ANA	5	155	75	80	California Angels	Anaheim Stadium	1593
1972	AL	CHA	CHW	2	154	87	67	Chicago White Sox	Comiskey Park	1594
1972	NL	CHN	CHC	2	156	85	70	Chicago Cubs	Wrigley Field	1595
1972	NL	CIN	CIN	1	154	95	59	Cincinnati Reds	Riverfront Stadium	1596
1972	AL	CLE	CLE	5	156	72	84	Cleveland Indians	Cleveland Stadium	1597
1972	AL	DET	DET	1	156	86	70	Detroit Tigers	Tiger Stadium	1598
1972	NL	HOU	HOU	3	153	84	69	Houston Astros	Astrodome	1599
1972	AL	KCA	KCR	4	154	76	78	Kansas City Royals	Municipal Stadium II	1600
1972	NL	LAN	LAD	2	155	85	70	Los Angeles Dodgers	Dodger Stadium	1601
1972	AL	MIN	MIN	3	154	77	77	Minnesota Twins	Metropolitan Stadium	1602
1972	AL	ML4	MIL	6	156	65	91	Milwaukee Brewers	County Stadium	1603
1972	NL	MON	WSN	5	156	70	86	Montreal Expos	Jarry Park	1604
1972	AL	NYA	NYY	4	155	79	76	New York Yankees	Yankee Stadium I	1605
1972	NL	NYN	NYM	3	156	83	73	New York Mets	Shea Stadium	1606
1972	AL	OAK	OAK	1	155	93	62	Oakland Athletics	Oakland Coliseum	1607
1972	NL	PHI	PHI	6	156	59	97	Philadelphia Phillies	Veterans Stadium	1608
1972	NL	PIT	PIT	1	155	96	59	Pittsburgh Pirates	Three Rivers Stadium	1609
1972	NL	SDN	SDP	6	153	58	95	San Diego Padres	Jack Murphy Stadium	1610
1972	NL	SFN	SFG	5	155	69	86	San Francisco Giants	Candlestick Park	1611
1972	NL	SLN	STL	4	156	75	81	St. Louis Cardinals	Busch Stadium II	1612
1972	AL	TEX	TEX	6	154	54	100	Texas Rangers	Arlington Stadium	1613
1973	NL	ATL	ATL	5	162	76	85	Atlanta Braves	Atlanta-Fulton County Stadium	1614
1973	AL	BAL	BAL	1	162	97	65	Baltimore Orioles	Memorial Stadium	1615
1973	AL	BOS	BOS	2	162	89	73	Boston Red Sox	Fenway Park II	1616
1973	AL	CAL	ANA	4	162	79	83	California Angels	Anaheim Stadium	1617
1973	AL	CHA	CHW	5	162	77	85	Chicago White Sox	Comiskey Park	1618
1973	NL	CHN	CHC	5	161	77	84	Chicago Cubs	Wrigley Field	1619
1973	NL	CIN	CIN	1	162	99	63	Cincinnati Reds	Riverfront Stadium	1620
1973	AL	CLE	CLE	6	162	71	91	Cleveland Indians	Cleveland Stadium	1621
1973	AL	DET	DET	3	162	85	77	Detroit Tigers	Tiger Stadium	1622
1973	NL	HOU	HOU	4	162	82	80	Houston Astros	Astrodome	1623
1973	AL	KCA	KCR	2	162	88	74	Kansas City Royals	Royals Stadium	1624
1973	NL	LAN	LAD	2	162	95	66	Los Angeles Dodgers	Dodger Stadium	1625
1973	AL	MIN	MIN	3	162	81	81	Minnesota Twins	Metropolitan Stadium	1626
1973	AL	ML4	MIL	5	162	74	88	Milwaukee Brewers	County Stadium	1627
1973	NL	MON	WSN	4	162	79	83	Montreal Expos	Jarry Park	1628
1973	AL	NYA	NYY	4	162	80	82	New York Yankees	Yankee Stadium I	1629
1973	NL	NYN	NYM	1	161	82	79	New York Mets	Shea Stadium	1630
1973	AL	OAK	OAK	1	162	94	68	Oakland Athletics	Oakland Coliseum	1631
1973	NL	PHI	PHI	6	162	71	91	Philadelphia Phillies	Veterans Stadium	1632
1973	NL	PIT	PIT	3	162	80	82	Pittsburgh Pirates	Three Rivers Stadium	1633
1973	NL	SDN	SDP	6	162	60	102	San Diego Padres	Jack Murphy Stadium	1634
1973	NL	SFN	SFG	3	162	88	74	San Francisco Giants	Candlestick Park	1635
1973	NL	SLN	STL	2	162	81	81	St. Louis Cardinals	Busch Stadium II	1636
1973	AL	TEX	TEX	6	162	57	105	Texas Rangers	Arlington Stadium	1637
1974	NL	ATL	ATL	3	163	88	74	Atlanta Braves	Atlanta-Fulton County Stadium	1638
1974	AL	BAL	BAL	1	162	91	71	Baltimore Orioles	Memorial Stadium	1639
1974	AL	BOS	BOS	3	162	84	78	Boston Red Sox	Fenway Park II	1640
1974	AL	CAL	ANA	6	163	68	94	California Angels	Anaheim Stadium	1641
1974	AL	CHA	CHW	4	163	80	80	Chicago White Sox	Comiskey Park	1642
1974	NL	CHN	CHC	6	162	66	96	Chicago Cubs	Wrigley Field	1643
1974	NL	CIN	CIN	2	163	98	64	Cincinnati Reds	Riverfront Stadium	1644
1974	AL	CLE	CLE	4	162	77	85	Cleveland Indians	Cleveland Stadium	1645
1974	AL	DET	DET	6	162	72	90	Detroit Tigers	Tiger Stadium	1646
1974	NL	HOU	HOU	4	162	81	81	Houston Astros	Astrodome	1647
1974	AL	KCA	KCR	5	162	77	85	Kansas City Royals	Royals Stadium	1648
1974	NL	LAN	LAD	1	162	102	60	Los Angeles Dodgers	Dodger Stadium	1649
1974	AL	MIN	MIN	3	163	82	80	Minnesota Twins	Metropolitan Stadium	1650
1974	AL	ML4	MIL	5	162	76	86	Milwaukee Brewers	County Stadium	1651
1974	NL	MON	WSN	4	161	79	82	Montreal Expos	Jarry Park	1652
1974	AL	NYA	NYY	2	162	89	73	New York Yankees	Shea Stadium	1653
1974	NL	NYN	NYM	5	162	71	91	New York Mets	Shea Stadium	1654
1974	AL	OAK	OAK	1	162	90	72	Oakland Athletics	Oakland Coliseum	1655
1974	NL	PHI	PHI	3	162	80	82	Philadelphia Phillies	Veterans Stadium	1656
1974	NL	PIT	PIT	1	162	88	74	Pittsburgh Pirates	Three Rivers Stadium	1657
1974	NL	SDN	SDP	6	162	60	102	San Diego Padres	Jack Murphy Stadium	1658
1974	NL	SFN	SFG	5	162	72	90	San Francisco Giants	Candlestick Park	1659
1974	NL	SLN	STL	2	161	86	75	St. Louis Cardinals	Busch Stadium II	1660
1974	AL	TEX	TEX	2	161	84	76	Texas Rangers	Arlington Stadium	1661
1975	NL	ATL	ATL	5	161	67	94	Atlanta Braves	Atlanta-Fulton County Stadium	1662
1975	AL	BAL	BAL	2	159	90	69	Baltimore Orioles	Memorial Stadium	1663
1975	AL	BOS	BOS	1	160	95	65	Boston Red Sox	Fenway Park II	1664
1975	AL	CAL	ANA	6	161	72	89	California Angels	Anaheim Stadium	1665
1975	AL	CHA	CHW	5	161	75	86	Chicago White Sox	Comiskey Park	1666
1975	NL	CHN	CHC	5	162	75	87	Chicago Cubs	Wrigley Field	1667
1975	NL	CIN	CIN	1	162	108	54	Cincinnati Reds	Riverfront Stadium	1668
1975	AL	CLE	CLE	4	159	79	80	Cleveland Indians	Cleveland Stadium	1669
1975	AL	DET	DET	6	159	57	102	Detroit Tigers	Tiger Stadium	1670
1975	NL	HOU	HOU	6	162	64	97	Houston Astros	Astrodome	1671
1975	AL	KCA	KCR	2	162	91	71	Kansas City Royals	Royals Stadium	1672
1975	NL	LAN	LAD	2	162	88	74	Los Angeles Dodgers	Dodger Stadium	1673
1975	AL	MIN	MIN	4	159	76	83	Minnesota Twins	Metropolitan Stadium	1674
1975	AL	ML4	MIL	5	162	68	94	Milwaukee Brewers	County Stadium	1675
1975	NL	MON	WSN	5	162	75	87	Montreal Expos	Jarry Park	1676
1975	AL	NYA	NYY	3	160	83	77	New York Yankees	Shea Stadium	1677
1975	NL	NYN	NYM	3	162	82	80	New York Mets	Shea Stadium	1678
1975	AL	OAK	OAK	1	162	98	64	Oakland Athletics	Oakland Coliseum	1679
1975	NL	PHI	PHI	2	162	86	76	Philadelphia Phillies	Veterans Stadium	1680
1975	NL	PIT	PIT	1	161	92	69	Pittsburgh Pirates	Three Rivers Stadium	1681
1975	NL	SDN	SDP	4	162	71	91	San Diego Padres	Jack Murphy Stadium	1682
1975	NL	SFN	SFG	3	161	80	81	San Francisco Giants	Candlestick Park	1683
1975	NL	SLN	STL	3	163	82	80	St. Louis Cardinals	Busch Stadium II	1684
1975	AL	TEX	TEX	3	162	79	83	Texas Rangers	Arlington Stadium	1685
1976	NL	ATL	ATL	6	162	70	92	Atlanta Braves	Atlanta-Fulton County Stadium	1686
1976	AL	BAL	BAL	2	162	88	74	Baltimore Orioles	Memorial Stadium	1687
1976	AL	BOS	BOS	3	162	83	79	Boston Red Sox	Fenway Park II	1688
1976	AL	CAL	ANA	4	162	76	86	California Angels	Anaheim Stadium	1689
1976	AL	CHA	CHW	6	161	64	97	Chicago White Sox	Comiskey Park	1690
1976	NL	CHN	CHC	4	162	75	87	Chicago Cubs	Wrigley Field	1691
1976	NL	CIN	CIN	1	162	102	60	Cincinnati Reds	Riverfront Stadium	1692
1976	AL	CLE	CLE	4	159	81	78	Cleveland Indians	Cleveland Stadium	1693
1976	AL	DET	DET	5	161	74	87	Detroit Tigers	Tiger Stadium	1694
1976	NL	HOU	HOU	3	162	80	82	Houston Astros	Astrodome	1695
1976	AL	KCA	KCR	1	162	90	72	Kansas City Royals	Royals Stadium	1696
1976	NL	LAN	LAD	2	162	92	70	Los Angeles Dodgers	Dodger Stadium	1697
1976	AL	MIN	MIN	3	162	85	77	Minnesota Twins	Metropolitan Stadium	1698
1976	AL	ML4	MIL	6	161	66	95	Milwaukee Brewers	County Stadium	1699
1976	NL	MON	WSN	6	162	55	107	Montreal Expos	Jarry Park	1700
1976	AL	NYA	NYY	1	159	97	62	New York Yankees	Yankee Stadium II	1701
1976	NL	NYN	NYM	3	162	86	76	New York Mets	Shea Stadium	1702
1976	AL	OAK	OAK	2	161	87	74	Oakland Athletics	Oakland Coliseum	1703
1976	NL	PHI	PHI	1	162	101	61	Philadelphia Phillies	Veterans Stadium	1704
1976	NL	PIT	PIT	2	162	92	70	Pittsburgh Pirates	Three Rivers Stadium	1705
1976	NL	SDN	SDP	5	162	73	89	San Diego Padres	Jack Murphy Stadium	1706
1976	NL	SFN	SFG	4	162	74	88	San Francisco Giants	Candlestick Park	1707
1976	NL	SLN	STL	5	162	72	90	St. Louis Cardinals	Busch Stadium II	1708
1976	AL	TEX	TEX	4	162	76	86	Texas Rangers	Arlington Stadium	1709
1977	NL	ATL	ATL	6	162	61	101	Atlanta Braves	Atlanta-Fulton County Stadium	1710
1977	AL	BAL	BAL	2	161	97	64	Baltimore Orioles	Memorial Stadium	1711
1977	AL	BOS	BOS	2	161	97	64	Boston Red Sox	Fenway Park II	1712
1977	AL	CAL	ANA	5	162	74	88	California Angels	Anaheim Stadium	1713
1977	AL	CHA	CHW	3	162	90	72	Chicago White Sox	Comiskey Park	1714
1977	NL	CHN	CHC	4	162	81	81	Chicago Cubs	Wrigley Field	1715
1977	NL	CIN	CIN	2	162	88	74	Cincinnati Reds	Riverfront Stadium	1716
1977	AL	CLE	CLE	5	161	71	90	Cleveland Indians	Cleveland Stadium	1717
1977	AL	DET	DET	4	162	74	88	Detroit Tigers	Tiger Stadium	1718
1977	NL	HOU	HOU	3	162	81	81	Houston Astros	Astrodome	1719
1977	AL	KCA	KCR	1	162	102	60	Kansas City Royals	Royals Stadium	1720
1977	NL	LAN	LAD	1	162	98	64	Los Angeles Dodgers	Dodger Stadium	1721
1977	AL	MIN	MIN	4	161	84	77	Minnesota Twins	Metropolitan Stadium	1722
1977	AL	ML4	MIL	6	162	67	95	Milwaukee Brewers	County Stadium	1723
1977	NL	MON	WSN	5	162	75	87	Montreal Expos	Stade Olympique	1724
1977	AL	NYA	NYY	1	162	100	62	New York Yankees	Yankee Stadium II	1725
1977	NL	NYN	NYM	6	162	64	98	New York Mets	Shea Stadium	1726
1977	AL	OAK	OAK	7	161	63	98	Oakland Athletics	Oakland Coliseum	1727
1977	NL	PHI	PHI	1	162	101	61	Philadelphia Phillies	Veterans Stadium	1728
1977	NL	PIT	PIT	2	162	96	66	Pittsburgh Pirates	Three Rivers Stadium	1729
1977	NL	SDN	SDP	5	162	69	93	San Diego Padres	Jack Murphy Stadium	1730
1977	AL	SEA	SEA	6	162	64	98	Seattle Mariners	Kingdome	1731
1977	NL	SFN	SFG	4	162	75	87	San Francisco Giants	Candlestick Park	1732
1977	NL	SLN	STL	3	162	83	79	St. Louis Cardinals	Busch Stadium II	1733
1977	AL	TEX	TEX	2	162	94	68	Texas Rangers	Arlington Stadium	1734
1977	AL	TOR	TOR	7	161	54	107	Toronto Blue Jays	Exhibition Stadium	1735
1978	NL	ATL	ATL	6	162	69	93	Atlanta Braves	Atlanta-Fulton County Stadium	1736
1978	AL	BAL	BAL	4	161	90	71	Baltimore Orioles	Memorial Stadium	1737
1978	AL	BOS	BOS	2	163	99	64	Boston Red Sox	Fenway Park II	1738
1978	AL	CAL	ANA	2	162	87	75	California Angels	Anaheim Stadium	1739
1978	AL	CHA	CHW	5	161	71	90	Chicago White Sox	Comiskey Park	1740
1978	NL	CHN	CHC	3	162	79	83	Chicago Cubs	Wrigley Field	1741
1978	NL	CIN	CIN	2	161	92	69	Cincinnati Reds	Riverfront Stadium	1742
1978	AL	CLE	CLE	6	159	69	90	Cleveland Indians	Cleveland Stadium	1743
1978	AL	DET	DET	5	162	86	76	Detroit Tigers	Tiger Stadium	1744
1978	NL	HOU	HOU	5	162	74	88	Houston Astros	Astrodome	1745
