yearID,teamID,league,playerID,salary,SalaryID
1992,ATL,NL,stantmi02,265000,4871
1992,ATL,NL,treadje01,1262000,4872
1992,BAL,AL,alexama02,109000,4873
1992,BAL,AL,anderbr01,365000,4874
1992,BAL,AL,bellju01,125000,4875
1992,BAL,AL,davisgl01,3415000,4876
1992,BAL,AL,davisst02,2566667,4877
1992,BAL,AL,dempsri01,450000,4878
1992,BAL,AL,devermi01,1025000,4879
1992,BAL,AL,flanami01,600000,4880
1992,BAL,AL,frohwto01,265000,4881
1992,BAL,AL,gomezle02,150000,4882
1992,BAL,AL,hoilech01,175000,4883
1992,BAL,AL,hornsa01,687500,4884
1992,BAL,AL,huletti01,420000,4885
1992,BAL,AL,lewisji02,111000,4886
1992,BAL,AL,martich01,140000,4887
1992,BAL,AL,mcdonbe01,500000,4888
1992,BAL,AL,mclemma01,325000,4889
1992,BAL,AL,mercelu01,109000,4890
1992,BAL,AL,milacbo01,1180000,4891
1992,BAL,AL,millira01,1200000,4892
1992,BAL,AL,millsal01,142000,4893
1992,BAL,AL,mussimi01,152500,4894
1992,BAL,AL,olsongr01,1450000,4895
1992,BAL,AL,orsuljo01,1300000,4896
1992,BAL,AL,parenma01,180000,4897
1992,BAL,AL,pooleji02,140000,4898
1992,BAL,AL,rhodear01,109000,4899
1992,BAL,AL,ripkebi01,730000,4900
1992,BAL,AL,ripkeca01,2100000,4901
1992,BAL,AL,seguida01,150000,4902
1992,BAL,AL,sutclri01,2400000,4903
1992,BAL,AL,tackeje01,109000,4904
1992,BAL,AL,willima05,900000,4905
1992,BOS,AL,boggswa01,2700000,4906
1992,BOS,AL,boltoto01,525000,4907
1992,BOS,AL,brunato01,2850000,4908
1992,BOS,AL,burksel01,2300000,4909
1992,BOS,AL,clarkja01,2900000,4910
1992,BOS,AL,clemero02,4705250,4911
1992,BOS,AL,coopesc01,145000,4912
1992,BOS,AL,darwida01,3350000,4913
1992,BOS,AL,dopsojo01,265000,4914
1992,BOS,AL,fossato01,390000,4915
1992,BOS,AL,gardimi01,177000,4916
1992,BOS,AL,greenmi01,3050000,4917
1992,BOS,AL,harrigr01,1400000,4918
1992,BOS,AL,heskejo01,1775000,4919
1992,BOS,AL,hoype01,109000,4920
1992,BOS,AL,marzajo01,350000,4921
1992,BOS,AL,naehrti01,145000,4922
1992,BOS,AL,penato01,2400000,4923
1992,BOS,AL,plantph01,200000,4924
1992,BOS,AL,quantpa01,109000,4925
1992,BOS,AL,quintca01,340000,4926
1992,BOS,AL,reardje01,2633334,4927
1992,BOS,AL,reedjo01,1600000,4928
1992,BOS,AL,riverlu01,1075000,4929
1992,BOS,AL,ryanke01,109000,4930
1992,BOS,AL,valenjo02,109000,4931
1992,BOS,AL,vaughmo01,165000,4932
1992,BOS,AL,violafr01,4833333,4933
1992,BOS,AL,winnihe01,525000,4934
1992,BOS,AL,youngma01,2266667,4935
1992,BOS,AL,zupcibo01,109000,4936
1992,CAL,AL,abbotji01,1850000,4937
1992,CAL,AL,bailesc01,600000,4938
1992,CAL,AL,blylebe01,900000,4939
1992,CAL,AL,brookhu01,2316667,4940
1992,CAL,AL,crimch01,1100000,4941
1992,CAL,AL,curtich01,109000,4942
1992,CAL,AL,davisal01,800000,4943
1992,CAL,AL,disarga01,135000,4944
1992,CAL,AL,eichhma01,1805000,4945
1992,CAL,AL,felixju01,640000,4946
1992,CAL,AL,finlech01,4375000,4947
1992,CAL,AL,fitzgmi02,350000,4948
1992,CAL,AL,gaettga01,2700000,4949
1992,CAL,AL,gonzare01,325000,4950
1992,CAL,AL,grahejo01,125000,4951
1992,CAL,AL,harvebr01,3125000,4952
1992,CAL,AL,hayesvo01,2200000,4953
1992,CAL,AL,langsma01,3550000,4954
1992,CAL,AL,lewissc01,120000,4955
1992,CAL,AL,morrijo07,200000,4956
1992,CAL,AL,ortonjo01,130000,4957
1992,CAL,AL,parrila02,2416667,4958
1992,CAL,AL,polonlu01,1650000,4959
1992,CAL,AL,robindo01,900000,4960
1992,CAL,AL,rosebo01,125000,4961
1992,CAL,AL,schofdi02,1600000,4962
1992,CAL,AL,sojolu01,190000,4963
1992,CAL,AL,stevele01,130000,4964
1992,CAL,AL,tinglro01,170000,4965
1992,CAL,AL,valerju01,112000,4966
1992,CHA,AL,abnersh01,297500,4967
1992,CHA,AL,alvarwi01,130000,4968
1992,CHA,AL,bellge02,3650000,4969
1992,CHA,AL,corajo01,235000,4970
1992,CHA,AL,drahmbr01,130000,4971
1992,CHA,AL,fernaal01,373333,4972
1992,CHA,AL,fiskca01,1000000,4973
1992,CHA,AL,fletcsc01,400000,4974
1992,CHA,AL,grebecr01,200000,4975
1992,CHA,AL,guilloz01,1900000,4976
1992,CHA,AL,hernaro01,112000,4977
1992,CHA,AL,hibbagr01,210000,4978
1992,CHA,AL,houghch01,1075000,4979
1992,CHA,AL,huffmi01,145000,4980
1992,CHA,AL,jacksbo01,109000,4981
1992,CHA,AL,johnsla03,530000,4982
1992,CHA,AL,karkoro01,650000,4983
1992,CHA,AL,leachte01,260000,4984
1992,CHA,AL,mccaski01,2333333,4985
1992,CHA,AL,mcdowja01,1600000,4986
1992,CHA,AL,merulma01,140000,4987
1992,CHA,AL,newsowa01,135000,4988
1992,CHA,AL,palldo01,354000,4989
1992,CHA,AL,pasquda01,2500000,4990
1992,CHA,AL,radinsc01,190000,4991
1992,CHA,AL,raineti01,3500000,4992
1992,CHA,AL,saxst01,3575000,4993
1992,CHA,AL,thigpbo01,3166667,4994
1992,CHA,AL,thomafr04,620000,4995
1992,CHA,AL,venturo01,640000,4996
1992,CHN,NL,assenpa01,1913333,4997
1992,CHN,NL,boskish01,185000,4998
